News Org,Tweets Ago,Date,Tweet,Compound,Positive,Neutral,Negative
@CNN,63,Fri Dec 01 14:20:53 +0000 2017,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/ol4As0kyiB,0.0,0.0,0.0,1.0
@CNN,64,Fri Dec 01 14:19:31 +0000 2017,BREAKING: Michael Flynn charged with making false statement to FBI https://t.co/nwAMpHZanh https://t.co/qo1Zv2TrrU,-0.2023,0.0,0.141,0.859
@CNN,65,Fri Dec 01 13:53:42 +0000 2017,"""The presence of God today is also called Rohingya"": Pope Francis referred to the Rohingya people, Myanmar's persec… https://t.co/SrwjKL2dKQ",0.2732,0.104,0.0,0.896
@CNN,66,Fri Dec 01 13:38:30 +0000 2017,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/JmARTqRf8D https://t.co/xPO5Q9qudU,0.1779,0.175,0.0,0.825
@CNN,67,Fri Dec 01 12:55:54 +0000 2017,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/4mhtwqYWha",0.0,0.0,0.0,1.0
@CNN,68,Fri Dec 01 12:44:41 +0000 2017,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/egF5H05bIP",0.8074,0.356,0.0,0.644
@CNN,69,Fri Dec 01 12:29:31 +0000 2017,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/dxkAPIUf6R,0.7096,0.247,0.0,0.753
@CNN,70,Fri Dec 01 12:21:27 +0000 2017,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/vExXRhma6T",-0.2023,0.0,0.079,0.921
@CNN,71,Fri Dec 01 12:09:43 +0000 2017,Masculinity in the Middle East: Confronting stereotypes through photography https://t.co/cDYZbRbI9d https://t.co/BenC3soKT1,-0.1531,0.0,0.138,0.862
@CNN,72,Fri Dec 01 12:01:42 +0000 2017,"""Many girls are told to drop out of school and go get married."" Life as a young woman with HIV in Uganda:… https://t.co/ckH0SpbDcD",-0.2732,0.0,0.091,0.909
@CNN,73,Fri Dec 01 11:54:21 +0000 2017,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/DzQol6U3CM,0.0,0.0,0.0,1.0
@CNN,74,Fri Dec 01 11:43:20 +0000 2017,"Chinese actress Liu Yifei, also known as Crystal Liu, has scored the title role in the live-action version of Disne… https://t.co/o4zhqmZSB3",0.0,0.0,0.0,1.0
@CNN,75,Fri Dec 01 11:29:49 +0000 2017,A hoard of fossilized pterosaur eggs discovered in China is helping scientists gain rare insight into the extinct f… https://t.co/drdij7SMfq,0.6808,0.248,0.0,0.752
@CNN,76,Fri Dec 01 11:15:01 +0000 2017,"The UK Prime Minister's de facto deputy has been accused of having ""thousands"" of thumbnail pornographic images on… https://t.co/3hEiojfDiS",-0.296,0.0,0.109,0.891
@CNN,77,Fri Dec 01 11:04:01 +0000 2017,A war with North Korea would be hell and millions could die | @CNNOpinion https://t.co/BE9yq2rR8C https://t.co/qwZlBOiAjY,-0.9246,0.0,0.53,0.47
@CNN,78,Fri Dec 01 10:49:48 +0000 2017,25 of India's most luxurious hotels https://t.co/HtpXQvekEH https://t.co/ipkfP4TRci,0.0,0.0,0.0,1.0
@CNN,79,Fri Dec 01 10:35:41 +0000 2017,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/znOL1gZyAP,0.0,0.0,0.0,1.0
@CNN,80,Fri Dec 01 10:28:36 +0000 2017,The White House is seriously considering recognizing Jerusalem as the capital of Israel before the end of the year… https://t.co/vJztY3UabN,-0.1779,0.0,0.082,0.918
@CNN,81,Fri Dec 01 10:14:36 +0000 2017,"Twitter on why it didn't delete anti-Muslim tweets: ""To help ensure people have an opportunity to see every side of… https://t.co/P7DwJDAnbn",0.7964,0.31,0.0,0.69
@CNN,82,Fri Dec 01 10:00:18 +0000 2017,"American Airlines is making employees undergo anti-racism training after the NAACP issued a ""travel advisory"" for t… https://t.co/Ky4DpMaY7d",0.0,0.0,0.0,1.0
@CNN,83,Fri Dec 01 09:55:07 +0000 2017,"The United Nations urges Libya to take ""urgent action"" over human slavery https://t.co/DyEaCa1GV9 https://t.co/j079owyHi9",-0.296,0.225,0.235,0.539
@CNN,84,Fri Dec 01 09:44:06 +0000 2017,The one and only visible supermoon of 2017 will be observable to the entire world on December 3. Here's how to see… https://t.co/FzNMWdVb4Y,0.0,0.0,0.0,1.0
@CNN,85,Fri Dec 01 09:32:04 +0000 2017,"The Saudi Royal Air Force intercepted and destroyed a ballistic missile launched from Yemen on Thursday, the Saudi… https://t.co/QBuX2gjSNa",-0.4019,0.072,0.155,0.773
@CNN,86,Fri Dec 01 09:21:46 +0000 2017,"Footage shows North Korea's Hwasong-15 missile launch earlier this week. ""There are not a lot of countries who coul… https://t.co/DOJaX3RGYz",0.0,0.0,0.0,1.0
@CNN,87,Fri Dec 01 09:13:03 +0000 2017,What you need to know about Friday's #WorldCupDraw https://t.co/GAr64voNzY via @CNNsport https://t.co/eiODjrBGvh,0.0,0.0,0.0,1.0
@CNN,88,Fri Dec 01 09:08:30 +0000 2017,Security personnel take position at a training school in northern Pakistan after Taliban militants stormed it on Fr… https://t.co/lkvhtNUqzr,0.34,0.124,0.0,0.876
@CNN,89,Fri Dec 01 09:00:13 +0000 2017,"Japan's Emperor Akihito will stand down on April 30, 2019, becoming the first Japanese monarch to abdicate his post… https://t.co/pZhZcqKwat",0.0,0.0,0.0,1.0
@CNN,90,Fri Dec 01 08:45:37 +0000 2017,Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how… https://t.co/9pus9flMMY,0.0,0.0,0.0,1.0
@CNN,91,Fri Dec 01 08:30:12 +0000 2017,Barnes &amp; Noble says sales fell 8% and losses soared this year. The reason: There was no new Harry Potter installmen… https://t.co/r1Z7GUwcoG,-0.2263,0.112,0.182,0.706
@CNN,92,Fri Dec 01 08:15:12 +0000 2017,"The guy who took down President Trump's Twitter account says it was ""a mistake"" and that he actually admires Trump'… https://t.co/L5tG9C6sxU",0.0258,0.105,0.1,0.795
@CNN,93,Fri Dec 01 07:50:04 +0000 2017,President Trump will donate his third-quarter salary to the Department of Health and Human Services' efforts to com… https://t.co/hUg0w83sly,0.0,0.0,0.0,1.0
@CNN,94,Fri Dec 01 07:39:45 +0000 2017,"Following a Twitter spat, Jimmy Kimmel responds to Roy Moore: ""I accept the invitation. I will come down there""… https://t.co/ffrtbgZOPs",0.3818,0.133,0.0,0.867
@CNN,95,Fri Dec 01 07:29:26 +0000 2017,A Texas fugitive accused of killing his girlfriend has been captured after more than 10 years on the run… https://t.co/9FhknkOmGz,-0.765,0.0,0.28,0.72
@CNN,96,Fri Dec 01 07:15:36 +0000 2017,Here's why an oil embargo won't stop North Korea https://t.co/eZ76FiaKZO (via @CNNOpinion) https://t.co/RmpPij3hH0,0.2235,0.136,0.0,0.864
@CNN,97,Fri Dec 01 07:00:12 +0000 2017,"Following a CNN investigation, the Puerto Rican government has added three deaths to the official toll from Hurrica… https://t.co/WrFvP5t6tU",0.0,0.0,0.0,1.0
@CNN,98,Fri Dec 01 06:51:24 +0000 2017,"Republican leaders race to find support for their tax bill just hours ahead of a critical vote, harkening back to t… https://t.co/gtmMqh3p4J",0.1027,0.113,0.096,0.792
@CNN,99,Fri Dec 01 06:41:28 +0000 2017,"Footage shows North Korea's Hwasong-15 missile launch earlier this week. ""There are not a lot of countries who coul… https://t.co/2Fe9VKuv81",0.0,0.0,0.0,1.0
@FoxNews,0,Sat Dec 02 00:50:53 +0000 2017,Hawaii tests nuclear warning sirens due to North Korea threat https://t.co/dDzBhViYIR https://t.co/kLwZ5ZCpuf,-0.7003,0.0,0.367,0.633
@FoxNews,1,Sat Dec 02 00:46:52 +0000 2017,"Marc Short: “The tax cuts generate growth, and we need that growth to actually pay for our national security needs.… https://t.co/i76sippQZL",0.6124,0.279,0.132,0.588
@FoxNews,2,Sat Dec 02 00:37:45 +0000 2017,"Marc Short: “The corporate rate reduction helps to increase growth, helps to increase employment, and helps to incr… https://t.co/SRdhP2Ayyl",0.9186,0.536,0.0,0.464
@FoxNews,3,Sat Dec 02 00:37:05 +0000 2017,"Marc Short: “Other countries have lowered their tax rates, which is why so many companies have relocated overseas,… https://t.co/TEzZyHgHhi",-0.128,0.0,0.077,0.923
@FoxNews,4,Sat Dec 02 00:36:38 +0000 2017,"Ex-NSA employee admits he kept top secret information at home
 https://t.co/N6urx5jlVN",0.4588,0.308,0.0,0.692
@FoxNews,5,Sat Dec 02 00:26:39 +0000 2017,Mexican man deported from US 20 times gets 35 years for assaults on women https://t.co/7odgKP4hUL,-0.5423,0.0,0.2,0.8
@FoxNews,6,Sat Dec 02 00:17:28 +0000 2017,Judge Nap: How Flynn Plea Deal Could Lead to 'Constitutional Crisis' https://t.co/linN0fEwKV,-0.6249,0.0,0.272,0.728
@FoxNews,7,Sat Dec 02 00:09:18 +0000 2017,".@jpaceDC: ""What we've seen happen with the Mueller investigation is that it has tentacles everywhere. And part of… https://t.co/UKyXXSq1lm",0.0,0.0,0.0,1.0
@FoxNews,8,Sat Dec 02 00:02:30 +0000 2017,"Baltimore records 319th homicide of year, surpassing 2016 https://t.co/prb1ftMGtV",0.0,0.0,0.0,1.0
@FoxNews,9,Fri Dec 01 23:45:01 +0000 2017,".@AmericanAir, pilots reach deal to avert holiday flight cancellations https://t.co/IsedWVtWJ5",0.2732,0.304,0.136,0.56
@FoxNews,10,Fri Dec 01 23:41:17 +0000 2017,"RT @MikeEmanuelFox: Senate GOP leaders say they have the votes to pass the tax bill - from #SpecialReport tonight:

https://t.co/2gh6XkGrwc",0.0,0.0,0.0,1.0
@FoxNews,11,Fri Dec 01 23:34:00 +0000 2017,"Two more arrested in brutal MS-13 murder where victim was maimed, decapitated https://t.co/SOGiMKKkVd",-0.9388,0.0,0.618,0.382
@FoxNews,12,Fri Dec 01 23:23:00 +0000 2017,VOLCANO SUNSET IN BALI: Officials have told people to evacuate the area near Mount Agung as it spews ash into the a… https://t.co/i7sMfVTq5H,0.0,0.0,0.0,1.0
@FoxNews,13,Fri Dec 01 23:12:00 +0000 2017,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last https://t.co/se9eJLDhUV,-0.34,0.169,0.25,0.581
@FoxNews,14,Fri Dec 01 23:02:44 +0000 2017,Hawaii tests nuclear warning sirens due to North Korea threat https://t.co/RLRe31wcCr,-0.7003,0.0,0.392,0.608
@FoxNews,15,Fri Dec 01 22:58:59 +0000 2017,OPINION: Charles Wald: US doesn't need Qatar air base if Qatar won't support our fight against terrorism https://t.co/DVlVvCDjLd,-0.6882,0.091,0.285,0.624
@FoxNews,16,Fri Dec 01 22:54:22 +0000 2017,"Kate Steinle murder case explained, from Trump's comments to DOJ arrest warrant https://t.co/qZRSqk07If",-0.7964,0.0,0.392,0.608
@FoxNews,17,Fri Dec 01 22:51:44 +0000 2017,".@Richardafowler on Senate tax bill: ""I do think that this bill is missing how you deal with the middle class and e… https://t.co/xnoHuKBQgN",-0.296,0.0,0.091,0.909
@FoxNews,18,Fri Dec 01 22:45:09 +0000 2017,".@RCamposDuffy on border security: ""I do think [@realDonaldTrump] is the one person who actually can make immigrati… https://t.co/8GbADc8iLe",0.34,0.124,0.0,0.876
@FoxNews,19,Fri Dec 01 22:42:02 +0000 2017,RT @FoxBusiness: LIVE coverage of the Reagan National Defense Forum! As the North Korea threat intensifies is America prepared and can we p…,-0.3164,0.127,0.127,0.746
@FoxNews,20,Fri Dec 01 22:41:47 +0000 2017,".@TuckerCarlson: ""Democrats have made no meaningful effort to win [former Democratic voters] over. Instead they hav… https://t.co/O5qOVq4eyR",0.5994,0.274,0.099,0.628
@FoxNews,21,Fri Dec 01 22:33:47 +0000 2017,.@Judgenap: How Flynn Plea Deal Could Lead to 'Constitutional Crisis' https://t.co/linN0fEwKV,-0.6249,0.0,0.291,0.709
@FoxNews,22,Fri Dec 01 22:30:03 +0000 2017,".@Richardafowler on Kate Steinle verdict: ""[Jose Zarate] does not represent the 11-million individuals who come to… https://t.co/arktNXmhvW",0.1531,0.091,0.0,0.909
@FoxNews,23,Fri Dec 01 22:27:07 +0000 2017,".@RCamposDuffy on Kate Steinle verdict: ""Hispanics still want to live in a country that's safe, still want to live… https://t.co/7iCyYr2QJ1",0.6249,0.321,0.0,0.679
@FoxNews,24,Fri Dec 01 22:20:03 +0000 2017,Here are the Republican senators to watch on tax reform https://t.co/HDp09V9za3,0.0,0.0,0.0,1.0
@FoxNews,25,Fri Dec 01 22:14:49 +0000 2017,DOJ files arrest warrant for illegal immigrant acquitted in Kate Steinle case https://t.co/41PlQKJuQg,-0.6124,0.111,0.333,0.556
@FoxNews,26,Fri Dec 01 22:14:36 +0000 2017,"Law enforcement errors inflamed Charlottesville violence, report says https://t.co/YRFMlFlI9x",-0.836,0.0,0.597,0.403
@FoxNews,27,Fri Dec 01 22:05:39 +0000 2017,"Al Franken under growing pressure to resign as groping claims mount, critics cite double standard - via… https://t.co/p5fYEiHvoX",-0.6249,0.079,0.316,0.605
@FoxNews,28,Fri Dec 01 21:58:54 +0000 2017,"""Sanctuary cities is an alien smuggler's best friend."" —ICE Acting Director Thomas Homan on illegal immigrant who k… https://t.co/VFwJeA5IGP",0.1531,0.169,0.145,0.685
@FoxNews,29,Fri Dec 01 21:52:44 +0000 2017,"""Releasing a public safety threat back into the public: that was just wrong. It was stupid."" —ICE Acting Director T… https://t.co/UkRADrohKv",-0.5719,0.106,0.247,0.646
@FoxNews,30,Fri Dec 01 21:48:40 +0000 2017,"""He should have been in Mexico, rather than killing this young lady."" —ICE Acting Director Thomas Homan on illegal… https://t.co/ZqfSRaaHq1",-0.6597,0.0,0.188,0.812
@FoxNews,31,Fri Dec 01 21:41:44 +0000 2017,BREAKING: @TheJusticeDept files arrest warrant for illegal immigrant acquitted in Kate Steinle case https://t.co/QTYU3Ofqlq,-0.6124,0.105,0.316,0.579
@FoxNews,32,Fri Dec 01 21:40:47 +0000 2017,"""I was sickened by what I heard last night and the verdict. These sanctuary cities gotta be held accountable. This… https://t.co/KoLj1Jy16L",-0.4404,0.069,0.152,0.779
@FoxNews,33,Fri Dec 01 21:39:00 +0000 2017,".@farenthold paid $84G sexual harassment settlement with taxpayer money, report says https://t.co/OgoJwpx0MQ",-0.5423,0.0,0.241,0.759
@FoxNews,34,Fri Dec 01 21:27:44 +0000 2017,".@SenatorLankford: ""When the @FBI talked to [Michael Flynn] in January he should have given the complete facts. He… https://t.co/Ky5QDFl34V",0.0,0.0,0.0,1.0
@FoxNews,35,Fri Dec 01 21:13:14 +0000 2017,.@SenTedCruz: Flynn Guilty Plea Is 'Disappointing and Disturbing'  @dailybriefing   https://t.co/3MkpwhV3So,-0.8519,0.0,0.571,0.429
@FoxNews,36,Fri Dec 01 21:05:30 +0000 2017,Veteran's son seeking to return father's portraits of other WWII soldiers https://t.co/vIDUOvaD8N https://t.co/ZVD8iu8N1Q,0.0,0.0,0.0,1.0
@FoxNews,37,Fri Dec 01 21:03:44 +0000 2017,".@Ford sues @JohnCena for selling $500,000 GT supercar, violating contract https://t.co/mAKJYIOhCr",-0.1697,0.185,0.228,0.587
@FoxNews,38,Fri Dec 01 20:50:45 +0000 2017,.@MarkWarner on Flynn's Guilty Plea: It Goes 'Well Beyond' Lying to the @FBI #OutnumberedOT https://t.co/MUrDPFLlg6,-0.6249,0.103,0.305,0.591
@FoxNews,39,Fri Dec 01 20:47:44 +0000 2017,Shock as @Amazon delivery woman defecates on customer’s front yard while dropping off package https://t.co/tXGTU3ceow,-0.3818,0.0,0.157,0.843
@FoxNews,40,Fri Dec 01 20:26:54 +0000 2017,"JUST IN: Rex Tillerson is not leaving role as Secretary of State, @realDonaldTrump says https://t.co/j6kFI54KT8 https://t.co/9Gdq1FkhPI",0.0,0.0,0.0,1.0
@FoxNews,41,Fri Dec 01 19:55:21 +0000 2017,"Law enforcement errors inflamed Charlottesville violence, report says https://t.co/u16mnaNuET",-0.836,0.0,0.597,0.403
@FoxNews,42,Fri Dec 01 19:35:03 +0000 2017,"Moments ago, @TedCruz told @DanaPerino what he'd like to see happen in the wake of the not guilty verdict in the… https://t.co/b5wncHAWAs",0.5248,0.191,0.057,0.752
@FoxNews,43,Fri Dec 01 19:29:05 +0000 2017,Flynn pleads guilty to false-statements charge in Russia probe https://t.co/p0SmXpxgKy,-0.4215,0.0,0.237,0.763
@FoxNews,44,Fri Dec 01 19:24:59 +0000 2017,".@tedcruz: ""Today's news was disappointing and disturbing. @GenFlynn has many decades of honorable service defendin… https://t.co/WBtoQDPKIE",-0.4588,0.152,0.283,0.565
@FoxNews,45,Fri Dec 01 19:21:17 +0000 2017,".@tedcruz: ""We're on the verge of major historic tax cuts."" @dailybriefing https://t.co/WjT1NxeKtO",0.0,0.0,0.0,1.0
@FoxNews,46,Fri Dec 01 19:19:06 +0000 2017,".@tedcruz: ""The Senate should take up and pass Kate's Law."" @dailybriefing https://t.co/MR1x58Xfgk",0.0,0.0,0.0,1.0
@FoxNews,47,Fri Dec 01 19:18:22 +0000 2017,"Last night, @MichelleMalkin slammed the not guilty verdict in the Kate Steinle murder trial. https://t.co/xOwH95IJZj https://t.co/LSDPhfDFfD",-0.5875,0.109,0.286,0.605
@FoxNews,48,Fri Dec 01 19:14:52 +0000 2017,"""Our investigation is ongoing and I think what we owe the American people is all the facts."" - Sen. @MarkWarner on… https://t.co/fLYdC2aMjn",0.0,0.0,0.0,1.0
@FoxNews,49,Fri Dec 01 19:03:57 +0000 2017,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB",0.1779,0.119,0.088,0.793
@FoxNews,50,Fri Dec 01 19:01:17 +0000 2017,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd",-0.34,0.0,0.098,0.902
@FoxNews,51,Fri Dec 01 18:58:14 +0000 2017,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL",0.5574,0.159,0.0,0.841
@FoxNews,52,Fri Dec 01 18:56:19 +0000 2017,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ",0.0,0.0,0.0,1.0
@FoxNews,53,Fri Dec 01 18:50:19 +0000 2017,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3",-0.4588,0.0,0.364,0.636
@FoxNews,54,Fri Dec 01 18:34:25 +0000 2017,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv",0.0,0.0,0.0,1.0
@FoxNews,55,Fri Dec 01 18:34:22 +0000 2017,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,-0.5423,0.0,0.2,0.8
@FoxNews,56,Fri Dec 01 18:26:15 +0000 2017,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE",0.0,0.0,0.0,1.0
@FoxNews,57,Fri Dec 01 18:16:17 +0000 2017,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,-0.0516,0.169,0.182,0.649
@FoxNews,58,Fri Dec 01 18:10:35 +0000 2017,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,-0.34,0.151,0.224,0.625
@FoxNews,59,Fri Dec 01 18:08:39 +0000 2017,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,-0.5859,0.0,0.242,0.758
@FoxNews,60,Fri Dec 01 18:06:49 +0000 2017,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,-0.4215,0.0,0.219,0.781
@FoxNews,61,Fri Dec 01 17:55:36 +0000 2017,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q",0.6036,0.215,0.0,0.785
@FoxNews,62,Fri Dec 01 17:49:21 +0000 2017,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco",-0.5719,0.0,0.171,0.829
@FoxNews,63,Fri Dec 01 17:48:20 +0000 2017,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG",0.0,0.0,0.0,1.0
@FoxNews,64,Fri Dec 01 17:47:46 +0000 2017,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,0.0,0.0,0.0,1.0
@FoxNews,65,Fri Dec 01 17:40:09 +0000 2017,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0",0.1531,0.127,0.0,0.873
@FoxNews,66,Fri Dec 01 17:30:14 +0000 2017,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m",-0.4215,0.0,0.135,0.865
@FoxNews,67,Fri Dec 01 17:26:46 +0000 2017,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx",0.0,0.0,0.0,1.0
@FoxNews,68,Fri Dec 01 17:26:33 +0000 2017,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O",0.4939,0.198,0.0,0.802
@FoxNews,69,Fri Dec 01 17:22:41 +0000 2017,.@GenFlynn pleads guilty to false-statements charge in Russia probe https://t.co/p0SmXpxgKy,-0.4215,0.0,0.237,0.763
@FoxNews,70,Fri Dec 01 17:15:07 +0000 2017,Blake Shelton sends message to grieving Quaboag students: I understand how you feel https://t.co/Lnr4jHiq8u,-0.5106,0.0,0.216,0.784
@FoxNews,71,Fri Dec 01 16:46:01 +0000 2017,Happening Now: Flynn departs court after guilty plea. https://t.co/ZnJfwCwaAu,-0.4215,0.0,0.259,0.741
@FoxNews,72,Fri Dec 01 16:43:27 +0000 2017,"White House confident they have votes to pass Senate GOP tax plan - via @brookefoxnews
https://t.co/VpMg9OHJ1O",0.4939,0.186,0.0,0.814
@FoxNews,73,Fri Dec 01 16:42:43 +0000 2017,Michael Flynn pleads guilty to false-statements charge in Russia probe https://t.co/p0SmXpxgKy,-0.4215,0.0,0.219,0.781
@FoxNews,74,Fri Dec 01 16:37:19 +0000 2017,"Moments ago, The @WhiteHouse @PressSec released a statement slamming the not guilty verdict in the Kate Steinle mur… https://t.co/Q4O3WBTiuz",0.2235,0.118,0.073,0.809
@FoxNews,75,Fri Dec 01 16:36:41 +0000 2017,".@KenPaxtonTX: ""Thankfully our president is actually doing something about immigration."" https://t.co/N39sqtwudH",0.4215,0.219,0.0,0.781
@FoxNews,76,Fri Dec 01 16:32:28 +0000 2017,Michael Flynn pleads guilty to false-statements charge in Russia probe https://t.co/B23XSXamQR,-0.4215,0.0,0.219,0.781
@FoxNews,77,Fri Dec 01 16:24:23 +0000 2017,".@marykissel: ""This investigation has been ongoing for months and there's been absolutely no evidence turned up of… https://t.co/1hGPRuAVWt",-0.3597,0.0,0.128,0.872
@FoxNews,78,Fri Dec 01 16:22:04 +0000 2017,"JUST IN: Michael Flynn pleads guilty to making false statements to the FBI, according to AP https://t.co/iul4g6XWGi",-0.4215,0.0,0.149,0.851
@FoxNews,79,Fri Dec 01 16:13:00 +0000 2017,News Alert: Michael Flynn tells court he wants to plead guilty. https://t.co/yP8H5iok0a,-0.1531,0.147,0.187,0.667
@FoxNews,80,Fri Dec 01 16:04:00 +0000 2017,".@marykissel: ""How Michael Flynn's name was leaked to the press... is the only crime other than this perjury that w… https://t.co/VPjaDgueAr",-0.8472,0.0,0.338,0.662
@FoxNews,81,Fri Dec 01 15:59:05 +0000 2017,TUNE IN: Acting @ICEgov Director Thomas Homan joins @TeamCavuto on “Your World” at 4p ET on Fox News Channel! https://t.co/TQO0t12m7e,0.0,0.0,0.0,1.0
@FoxNews,82,Fri Dec 01 15:57:14 +0000 2017,Statement from @PressSec on the #KateSteinle Case. https://t.co/nrNCkXk3wD,0.0,0.0,0.0,1.0
@FoxNews,83,Fri Dec 01 15:55:50 +0000 2017,".@KenPaxtonTX: ""Thankfully our president is actually doing something about immigration."" https://t.co/3BHAjBYuDN",0.4215,0.219,0.0,0.781
@FoxNews,84,Fri Dec 01 15:53:52 +0000 2017,".@KenPaxtonTX: ""A man was deported 5 times, should've been deported again."" https://t.co/QyZU4Z617A",0.0,0.0,0.0,1.0
@FoxNews,85,Fri Dec 01 15:48:58 +0000 2017,.@Judgenap on Michael Flynn's Guilty Plea: 'Monumental' Reduction of Charges Doesn't Come for Free… https://t.co/SGMzioHQTq,-0.5994,0.0,0.274,0.726
@FoxNews,86,Fri Dec 01 15:43:19 +0000 2017,".@mschlapp: ""There was a real personal animosity between @BarackObama and Mike Flynn."" https://t.co/JewWCCXkbK",-0.4404,0.0,0.209,0.791
@FoxNews,87,Fri Dec 01 15:42:49 +0000 2017,".@JonathanTurley: ""[@GenFlynn] brought this moment onto himself."" https://t.co/ANUw2fdDt5",0.0,0.0,0.0,1.0
@FoxNews,88,Fri Dec 01 15:35:19 +0000 2017,'Tis the season to be jolly...Fa-la-la-la-la la-la-la-la!🎄Here's a look at Christmas trees around the world. https://t.co/K35puQDRmI,0.0,0.0,0.0,1.0
@FoxNews,89,Fri Dec 01 15:23:53 +0000 2017,Happening Now: Michael Flynn arrives at courthouse. https://t.co/NFWXz5Idvw https://t.co/EZnQ7wNGzp,0.0,0.0,0.0,1.0
@FoxNews,90,Fri Dec 01 15:21:22 +0000 2017,"Moments ago, @KatiePavlich gave her take on the breaking news that Michael Flynn will plead guilty to lying to the… https://t.co/6fRPPuKicE",-0.7351,0.0,0.246,0.754
@FoxNews,91,Fri Dec 01 15:15:31 +0000 2017,SOON: @WhiteHouse statement on Michael Flynn charges. https://t.co/ovm8GZgezr,-0.2732,0.0,0.231,0.769
@FoxNews,92,Fri Dec 01 15:10:19 +0000 2017,".@KatiePavlich: ""The closest we get to Russia with the Flynn information that we have is that he had conversations… https://t.co/UBSj7cEvCt",0.0,0.0,0.0,1.0
@FoxNews,93,Fri Dec 01 15:06:23 +0000 2017,".@mschlapp: ""The Obama Administration was surveilling team Trump and unmasking in hundreds of occasions."" https://t.co/znChAUGIGI",0.0,0.0,0.0,1.0
@FoxNews,94,Fri Dec 01 15:04:52 +0000 2017,".@mschlapp: ""This is about @GenFlynn lying about conversations while overseas with a Russian official but it has no… https://t.co/7Hs307918H",-0.296,0.0,0.115,0.885
@FoxNews,95,Fri Dec 01 15:02:04 +0000 2017,.@AP: @GenFlynn to plead guilty to lying to @FBI; Catherine Herridge discusses. https://t.co/NFWXz5qC6W https://t.co/oFHqCDd4wH,-0.7351,0.0,0.341,0.659
@FoxNews,96,Fri Dec 01 14:59:06 +0000 2017,".@JudgeNap: ""What did @GenFlynn through his lawyers give to Bob Mueller through his FBI agents to induce Mueller to… https://t.co/bqMe4LcdWK",0.0,0.0,0.0,1.0
@FoxNews,97,Fri Dec 01 14:55:32 +0000 2017,.@AP: @GenFlynn to plead guilty to lying to @FBI; @JudgeNap discusses. https://t.co/NFWXz5Idvw https://t.co/kmKH4iIvwA,-0.7351,0.0,0.36,0.64
@FoxNews,98,Fri Dec 01 14:51:42 +0000 2017,.@SandraSmithFox: @WhiteHouse: Referring all inquiries about and reactions to GenFlynn to @POTUS's attorney Ty Cobb. https://t.co/hZqEZBS6qR,0.3818,0.148,0.0,0.852
